transaction_id,date,time,retailer_location_city,ticket_batch_id,unique_code
T007283,2025-09-12,04:30:00,Chicago,BATCH-A-2025,UGXM-6212
T007284,2025-09-09,23:09:09,Miami,BATCH-A-2025,XIPT-6730
T007285,2025-12-24,01:40:10,Los Angeles,BATCH-A-2025,QXAK-1673
T007286,2025-09-24,13:25:00,Chicago,BATCH-A-2025,LLIK-4275
T007287,2025-08-31,19:54:23,Houston,BATCH-C-2025,XXSJ-5338
T007288,2025-09-23,15:21:59,Miami,BATCH-C-2025,FHQN-9789
T007289,2025-11-19,01:26:35,New York,BATCH-A-2025,NNVU-0022
T007290,2025-11-12,17:07:22,Chicago,BATCH-C-2025,UMTW-9489
T007291,2025-09-26,13:12:04,Miami,BATCH-A-2025,MRGW-8347
T007292,2026-01-18,15:49:37,New York,BATCH-B-2025,AHGF-8192
T007293,2025-12-30,12:35:51,New York,BATCH-A-2025,JYEO-1762
T007294,2025-09-01,18:12:12,New York,BATCH-B-2025,WNZN-3753
T007295,2025-08-27,06:50:17,Miami,BATCH-B-2025,HZXG-8916
T007296,2025-12-12,02:25:58,Chicago,BATCH-A-2025,SMOQ-0398
T007297,2025-11-23,06:09:12,Chicago,BATCH-A-2025,ZHJB-6006
T007298,2026-02-07,02:38:30,Los Angeles,BATCH-C-2025,JEKD-2631
T007299,2026-01-06,16:18:15,New York,BATCH-A-2025,OPSC-6503
T007300,2025-12-26,13:18:54,Miami,BATCH-A-2025,WMDZ-9863
T007301,2025-09-12,02:04:23,Los Angeles,BATCH-C-2025,LOLL-7735
T007302,2025-12-20,20:44:00,New York,BATCH-B-2025,KEHG-3326
T007303,2026-02-12,05:10:26,Chicago,BATCH-B-2025,ZAPH-1673
T007304,2025-12-18,21:14:21,New York,BATCH-A-2025,LGTB-2143
T007305,2025-11-04,16:24:07,Houston,BATCH-A-2025,OVDY-5745
T007306,2026-01-30,20:38:04,Miami,BATCH-A-2025,WOZY-2246
T007307,2026-02-04,05:23:33,Atlanta,BATCH-C-2025,TSEY-7685
T007308,2025-12-23,01:59:34,Los Angeles,BATCH-C-2025,HITC-9824
T007309,2025-09-15,20:32:27,Miami,BATCH-A-2025,XQCQ-2038
T007310,2025-12-04,07:12:12,Chicago,BATCH-A-2025,YKWE-8924
T007311,2026-01-12,20:37:53,Los Angeles,BATCH-A-2025,HGQZ-5744
T007312,2026-01-22,10:54:13,Detroit,BATCH-A-2025,MBZW-3764
T007313,2025-12-17,19:24:17,Atlanta,BATCH-A-2025,HUDW-8574
T007314,2025-11-08,02:15:53,New York,BATCH-B-2025,IHYK-8826
T007315,2025-08-31,06:20:04,Detroit,BATCH-B-2025,PBLA-9644
T007316,2025-11-12,03:28:41,Atlanta,BATCH-A-2025,LUAF-4784
T007317,2025-10-01,20:24:52,Houston,BATCH-C-2025,KYKY-0347
T007318,2026-01-30,22:29:29,Atlanta,BATCH-B-2025,TLKO-2079
T007319,2025-10-25,20:39:35,Houston,BATCH-B-2025,FXXR-8697
T007320,2026-01-23,10:55:58,Los Angeles,BATCH-C-2025,SNLI-2744
T007321,2026-01-07,23:39:12,Miami,BATCH-B-2025,FFHH-4779
T007322,2025-11-30,21:38:42,Los Angeles,BATCH-B-2025,IDBU-9776
T007323,2025-10-16,19:43:51,New York,BATCH-B-2025,FIUL-0322
T007324,2025-10-16,03:02:32,Chicago,BATCH-B-2025,BSWA-6951
T007325,2026-02-04,06:27:58,Miami,BATCH-C-2025,GQJL-9160
T007326,2025-12-06,06:11:30,Detroit,BATCH-C-2025,GHOH-4988
T007327,2025-09-11,04:41:10,Chicago,BATCH-A-2025,RMKW-7318
T007328,2025-08-30,21:50:42,Houston,BATCH-A-2025,OECM-4425
T007329,2025-10-08,13:48:08,Houston,BATCH-A-2025,DVWQ-2625
T007330,2026-01-31,05:56:38,New York,BATCH-A-2025,ZXIY-6155
T007331,2025-09-24,09:56:41,Chicago,BATCH-B-2025,HUFO-6928
T007332,2025-08-28,16:02:39,Chicago,BATCH-B-2025,DYJW-4941
T007333,2026-01-02,04:21:16,Detroit,BATCH-C-2025,ANDE-8113
T007334,2025-12-05,20:16:47,Detroit,BATCH-B-2025,DLAI-2058
T007335,2026-01-04,05:39:06,Detroit,BATCH-B-2025,ZFWK-0165
T007336,2025-12-31,18:00:48,Atlanta,BATCH-A-2025,XJIP-5633
T007337,2025-12-10,08:50:07,Miami,BATCH-A-2025,AAVO-8348
T007338,2025-10-02,09:37:46,Atlanta,BATCH-B-2025,FGFJ-0275
T007339,2025-11-08,00:06:01,Chicago,BATCH-C-2025,QOPW-1667
T007340,2025-11-02,08:54:30,Detroit,BATCH-A-2025,LHWD-5836
T007341,2025-12-13,18:12:22,New York,BATCH-A-2025,RHRD-3014
T007342,2025-12-26,22:11:05,Los Angeles,BATCH-A-2025,TAMT-4489
T007343,2026-01-27,19:56:16,Houston,BATCH-C-2025,KHGP-7120
T007344,2025-12-14,00:48:20,Detroit,BATCH-A-2025,SFGN-3046
T007345,2026-01-14,01:36:29,Los Angeles,BATCH-B-2025,IBLH-2118
T007346,2025-11-11,06:07:37,Atlanta,BATCH-C-2025,MVQT-2730
T007347,2025-10-26,18:06:29,Detroit,BATCH-B-2025,DAWY-3401
T007348,2025-09-12,11:38:23,Atlanta,BATCH-A-2025,FKBB-6328
T007349,2025-11-17,08:31:55,Detroit,BATCH-C-2025,ISGO-5539
T007350,2025-09-13,02:32:38,Chicago,BATCH-A-2025,KNDV-5669
T007351,2026-02-09,09:23:14,Atlanta,BATCH-C-2025,WIBJ-6597
T007352,2026-01-05,00:29:15,Miami,BATCH-C-2025,GONU-4536
T007353,2025-12-12,14:55:11,New York,BATCH-C-2025,TORP-6851
T007354,2025-09-01,01:44:12,Atlanta,BATCH-A-2025,VEGC-5435
T007355,2025-11-21,22:37:00,Detroit,BATCH-A-2025,OSNR-9006
T007356,2025-11-13,01:23:41,Atlanta,BATCH-B-2025,RZXC-8724
T007357,2026-01-29,14:35:32,Miami,BATCH-B-2025,AVAE-8079
T007358,2025-12-11,22:30:47,Los Angeles,BATCH-B-2025,SNUC-8233
T007359,2025-12-29,21:00:16,Detroit,BATCH-C-2025,QEHU-3393
T007360,2025-10-03,15:49:51,Los Angeles,BATCH-C-2025,ZGXI-7795
T007361,2025-12-06,21:14:59,Miami,BATCH-B-2025,TLJH-0795
T007362,2025-10-23,23:38:38,Los Angeles,BATCH-B-2025,FMUB-5985
T007363,2025-10-22,21:17:33,Chicago,BATCH-B-2025,EIGY-9573
T007364,2025-08-29,19:12:15,New York,BATCH-B-2025,PWAY-3534
T007365,2026-01-17,18:10:13,Houston,BATCH-B-2025,BFNZ-3494
T007366,2025-09-17,22:08:02,Houston,BATCH-B-2025,ZJET-5364
T007367,2025-11-24,00:31:15,Detroit,BATCH-B-2025,FRIY-0689
T007368,2025-11-18,16:00:08,Miami,BATCH-A-2025,MLBN-5453
T007369,2026-01-01,01:32:53,Detroit,BATCH-C-2025,MDCR-7896
T007370,2025-10-28,08:45:58,Los Angeles,BATCH-B-2025,APMU-3819
T007371,2025-10-23,18:54:40,Houston,BATCH-B-2025,MYMS-2089
T007372,2025-10-14,05:02:42,Houston,BATCH-B-2025,PNOD-4502
T007373,2025-09-05,08:12:57,Chicago,BATCH-C-2025,KLIL-4170
T007374,2025-09-13,08:30:52,Miami,BATCH-C-2025,RHTL-6363
T007375,2026-01-06,12:52:52,New York,BATCH-B-2025,RGFH-0815
T007376,2025-09-24,14:16:33,Atlanta,BATCH-C-2025,EYOK-8120
T007377,2025-12-12,21:32:14,Atlanta,BATCH-B-2025,YSQD-4827
T007378,2025-12-15,08:04:57,Chicago,BATCH-B-2025,RDGC-0501
T007379,2026-02-02,23:03:28,Atlanta,BATCH-B-2025,ZNBF-3971
T007380,2025-09-26,15:02:26,Chicago,BATCH-A-2025,CXGL-8348
T007381,2026-01-15,09:27:49,Detroit,BATCH-A-2025,AWUP-0457
T007382,2025-09-30,09:29:07,Chicago,BATCH-B-2025,ICEZ-1244
T007383,2026-01-11,12:43:42,Miami,BATCH-B-2025,MTGF-2365
T007384,2025-09-11,00:56:13,Miami,BATCH-C-2025,IJWB-4741
T007385,2025-09-22,23:31:01,Los Angeles,BATCH-A-2025,XXOL-3180
T007386,2025-12-21,22:07:55,Miami,BATCH-A-2025,MKWL-8587
T007387,2025-12-22,19:12:26,Miami,BATCH-B-2025,OHMH-8855
T007388,2025-10-16,13:12:24,New York,BATCH-C-2025,VMBU-9374
T007389,2026-01-02,15:23:48,Los Angeles,BATCH-A-2025,ZTDV-6715
T007390,2026-01-27,15:51:06,Houston,BATCH-C-2025,SSOY-9275
T007391,2025-12-09,00:10:02,Chicago,BATCH-C-2025,VMGQ-4400
T007392,2025-11-02,15:12:06,Houston,BATCH-A-2025,YWLR-3901
T007393,2025-12-23,07:20:04,Houston,BATCH-B-2025,ELRO-0982
T007394,2026-01-12,07:50:46,Detroit,BATCH-B-2025,VLXE-4863
T007395,2025-09-11,10:22:46,Miami,BATCH-B-2025,DPVJ-8289
T007396,2025-11-03,18:41:37,Los Angeles,BATCH-B-2025,ZHTO-3409
T007397,2025-09-21,14:32:36,Atlanta,BATCH-B-2025,TPBJ-3307
T007398,2026-01-22,17:02:39,New York,BATCH-C-2025,WZKI-1157
T007399,2026-01-02,03:12:15,New York,BATCH-C-2025,CVMZ-1853
T007400,2025-11-01,06:42:47,Atlanta,BATCH-A-2025,IDRL-8994
T007401,2025-08-29,23:26:23,Miami,BATCH-B-2025,QEHM-3717
T007402,2025-09-02,23:47:25,Miami,BATCH-A-2025,IFMA-3074
T007403,2025-11-20,04:49:35,Detroit,BATCH-C-2025,RBFF-8661
T007404,2025-11-25,18:03:48,Houston,BATCH-B-2025,QDVC-8952
T007405,2025-09-30,09:44:43,Miami,BATCH-A-2025,WRBN-5833
T007406,2026-02-08,08:09:56,Chicago,BATCH-B-2025,ERMP-8360
T007407,2025-11-05,18:43:55,Detroit,BATCH-A-2025,KFJM-0295
T007408,2025-11-29,15:42:40,Miami,BATCH-C-2025,UPTM-5511
T007409,2025-09-24,22:42:52,New York,BATCH-C-2025,SZJB-7436
T007410,2026-01-15,17:04:37,Atlanta,BATCH-C-2025,HIMD-2525
T007411,2025-10-02,08:24:06,Los Angeles,BATCH-B-2025,LMQD-4828
T007412,2025-09-03,03:35:00,Miami,BATCH-B-2025,RCKD-2983
T007413,2025-11-25,16:31:51,New York,BATCH-C-2025,GHME-0194
T007414,2025-10-29,18:17:00,Los Angeles,BATCH-B-2025,DNOP-4930
T007415,2025-10-11,09:09:24,Houston,BATCH-C-2025,BJXT-8726
T007416,2025-12-04,00:30:00,Chicago,BATCH-B-2025,FHDZ-6522
T007417,2025-09-19,02:25:53,Atlanta,BATCH-B-2025,VWEH-4155
T007418,2025-08-23,14:08:52,Los Angeles,BATCH-C-2025,WMTH-3062
T007419,2025-11-13,18:47:26,Chicago,BATCH-C-2025,IZEF-0120
T007420,2025-09-29,08:14:53,Miami,BATCH-C-2025,LQHL-7743
T007421,2025-11-09,05:41:11,Los Angeles,BATCH-B-2025,KIST-1207
T007422,2026-02-01,04:50:21,Detroit,BATCH-C-2025,YLUJ-9237
T007423,2025-10-30,03:32:08,New York,BATCH-C-2025,SJHO-3456
T007424,2025-09-24,11:02:48,Detroit,BATCH-C-2025,XPHQ-8201
T007425,2025-12-25,22:02:11,New York,BATCH-C-2025,JVJX-7144
T007426,2026-02-13,15:28:44,Los Angeles,BATCH-A-2025,GXLK-5085
T007427,2025-12-11,14:20:15,Atlanta,BATCH-B-2025,CTBY-3026
T007428,2025-10-12,05:23:42,New York,BATCH-A-2025,EODD-8206
T007429,2025-12-09,09:31:47,Chicago,BATCH-A-2025,GMRC-0372
T007430,2025-12-16,22:30:37,New York,BATCH-B-2025,BVLU-6671
T007431,2025-09-09,02:47:43,Chicago,BATCH-C-2025,EBUC-5796
T007432,2025-12-26,08:23:25,Detroit,BATCH-A-2025,RCZS-1832
T007433,2025-10-25,00:06:03,New York,BATCH-A-2025,NCNN-1912
T007434,2025-12-12,12:50:01,Detroit,BATCH-C-2025,BOYZ-1845
T007435,2025-10-11,02:17:36,Houston,BATCH-C-2025,VKRE-4508
T007436,2025-12-31,00:31:25,Miami,BATCH-C-2025,ZVZR-5930
T007437,2026-01-27,18:41:00,Detroit,BATCH-C-2025,DNRF-6840
T007438,2026-02-03,23:38:47,Los Angeles,BATCH-A-2025,WCQW-6702
T007439,2026-01-21,16:41:35,New York,BATCH-C-2025,USFI-3381
T007440,2025-10-17,12:23:10,Los Angeles,BATCH-B-2025,NZNP-9807
T007441,2025-10-01,10:16:07,Chicago,BATCH-B-2025,TYSG-5000
T007442,2025-11-19,12:13:39,Detroit,BATCH-A-2025,KUZR-5769
T007443,2025-10-29,07:25:32,Chicago,BATCH-A-2025,SYKN-9426
T007444,2025-11-20,06:38:23,Los Angeles,BATCH-A-2025,TNJX-2148
T007445,2025-09-24,16:34:05,New York,BATCH-B-2025,GUJG-8711
T007446,2025-09-22,06:15:32,Detroit,BATCH-C-2025,FJKH-7384
T007447,2025-12-27,03:11:13,Chicago,BATCH-C-2025,QGNN-2845
T007448,2026-02-17,05:30:13,New York,BATCH-A-2025,ROVW-2512
T007449,2025-08-30,23:46:11,Atlanta,BATCH-A-2025,SJFU-8655
T007450,2025-10-14,16:40:26,Los Angeles,BATCH-C-2025,RIFW-8115
T007451,2026-01-23,18:32:34,Houston,BATCH-C-2025,PPIO-0386
T007452,2026-01-11,03:47:35,New York,BATCH-B-2025,AIJU-7802
T007453,2025-10-07,04:45:50,Atlanta,BATCH-C-2025,ZUYF-6225
T007454,2025-11-11,15:59:01,Houston,BATCH-B-2025,FAGE-3759
T007455,2025-12-23,08:21:01,Miami,BATCH-B-2025,BVSX-5901
T007456,2025-12-11,12:05:29,Houston,BATCH-B-2025,JOGC-9275
T007457,2025-09-26,12:22:38,New York,BATCH-A-2025,GHUL-3403
T007458,2026-02-08,21:54:20,Los Angeles,BATCH-C-2025,OFTF-9216
T007459,2025-11-25,01:10:02,Detroit,BATCH-B-2025,WWCU-3734
T007460,2026-01-17,04:40:50,New York,BATCH-B-2025,WYGA-5047
T007461,2026-02-05,04:15:40,Chicago,BATCH-A-2025,GUZM-9454
T007462,2025-12-12,13:02:58,Los Angeles,BATCH-A-2025,DXIZ-5314
T007463,2025-09-02,11:35:44,Houston,BATCH-B-2025,CTQH-3034
T007464,2025-11-03,21:44:51,Chicago,BATCH-A-2025,ONMJ-5359
T007465,2025-10-10,00:07:30,New York,BATCH-C-2025,WYNE-8833
T007466,2025-11-27,02:11:37,Detroit,BATCH-B-2025,NMIM-4178
T007467,2025-10-28,18:24:24,Chicago,BATCH-B-2025,OMXK-5464
T007468,2025-11-12,09:31:18,Miami,BATCH-C-2025,FJAG-8110
T007469,2025-11-14,18:54:08,Houston,BATCH-C-2025,RKVQ-5998
T007470,2025-10-08,17:58:50,Chicago,BATCH-B-2025,XXVH-6809
T007471,2025-12-01,14:12:12,Detroit,BATCH-B-2025,PJVL-5830
T007472,2025-12-08,19:32:44,Atlanta,BATCH-B-2025,LBJJ-1011
T007473,2026-01-20,02:24:43,Los Angeles,BATCH-B-2025,PXVN-0244
T007474,2026-01-14,16:42:27,Chicago,BATCH-A-2025,MTBS-3291
T007475,2025-12-26,08:22:09,New York,BATCH-B-2025,VALD-7108
T007476,2026-01-18,10:25:55,Detroit,BATCH-B-2025,IGMV-3223
T007477,2026-02-15,00:50:59,Houston,BATCH-A-2025,NLAK-9098
T007478,2025-10-11,19:40:51,Atlanta,BATCH-C-2025,RNSN-8279
T007479,2025-11-04,05:37:35,New York,BATCH-C-2025,CPNI-2859
T007480,2026-01-04,18:14:23,Los Angeles,BATCH-B-2025,XWFT-8853
T007481,2025-10-25,06:17:59,Miami,BATCH-C-2025,EHNC-9601
T007482,2025-08-31,03:22:11,Miami,BATCH-C-2025,RTXD-5335
T007483,2025-09-08,20:17:51,Chicago,BATCH-A-2025,VCIL-3949
T007484,2025-10-22,18:43:35,Atlanta,BATCH-B-2025,CVDS-8516
T007485,2025-11-19,03:01:59,Miami,BATCH-B-2025,XAMK-5270
T007486,2026-01-15,07:37:06,Los Angeles,BATCH-A-2025,GRDJ-2755
T007487,2025-12-16,06:26:36,Atlanta,BATCH-A-2025,LITV-2079
T007488,2025-09-07,11:06:53,Atlanta,BATCH-C-2025,DVDK-4971
T007489,2025-11-18,09:34:55,Houston,BATCH-C-2025,WCQX-4366
T007490,2025-11-06,12:41:15,New York,BATCH-B-2025,DVWH-1499
T007491,2025-12-20,04:04:10,Atlanta,BATCH-A-2025,WJSL-6727
T007492,2025-12-16,11:52:29,New York,BATCH-A-2025,LJUV-7514
T007493,2025-09-01,01:49:56,Atlanta,BATCH-A-2025,MLIV-5004
T007494,2025-09-21,02:03:52,Atlanta,BATCH-C-2025,JOZF-3699
T007495,2025-10-08,20:08:08,Atlanta,BATCH-C-2025,BMLT-5723
T007496,2025-12-29,12:45:36,Houston,BATCH-B-2025,KGRN-4707
T007497,2025-10-17,13:18:06,New York,BATCH-C-2025,WFRN-7311
T007498,2025-12-06,08:35:02,Miami,BATCH-A-2025,BHJI-2988
T007499,2025-11-08,22:17:33,Houston,BATCH-C-2025,TQFF-4235
T007500,2026-01-31,23:05:16,Miami,BATCH-A-2025,YSTB-9057
T007501,2025-11-13,21:46:37,Chicago,BATCH-B-2025,LNVF-1798
T007502,2025-09-02,04:11:10,Atlanta,BATCH-B-2025,RORK-1235
T007503,2025-12-14,19:25:27,Los Angeles,BATCH-B-2025,DMUD-0437
T007504,2025-09-19,12:20:58,Chicago,BATCH-A-2025,LTJM-8282
T007505,2025-09-11,11:43:50,Detroit,BATCH-B-2025,KPYE-4875
T007506,2025-11-10,07:18:12,Chicago,BATCH-C-2025,FGSM-0407
T007507,2025-10-29,14:30:04,Los Angeles,BATCH-B-2025,QNTN-7140
T007508,2025-12-18,01:03:10,Houston,BATCH-C-2025,MOKL-5487
T007509,2026-01-31,03:40:53,Atlanta,BATCH-A-2025,ZBLP-9042
T007510,2025-09-18,00:46:15,Detroit,BATCH-B-2025,GLDY-2358
T007511,2025-11-26,01:55:59,Houston,BATCH-B-2025,UNCY-8720
T007512,2025-10-29,01:22:43,Houston,BATCH-B-2025,RXZE-3845
T007513,2025-12-09,01:12:05,Houston,BATCH-B-2025,TMRW-7736
T007514,2025-10-04,09:04:50,Detroit,BATCH-C-2025,HUPU-5126
T007515,2025-09-30,13:04:21,New York,BATCH-A-2025,WSGU-3661
T007516,2026-02-16,19:58:50,Los Angeles,BATCH-B-2025,ZEGS-7270
T007517,2025-11-24,14:27:26,Atlanta,BATCH-B-2025,YAQQ-9063
T007518,2025-12-23,21:01:45,New York,BATCH-B-2025,LQNB-2402
T007519,2025-08-30,03:39:23,Houston,BATCH-C-2025,BDWI-2863
T007520,2026-01-09,10:03:31,Los Angeles,BATCH-C-2025,WDRR-3958
T007521,2026-01-20,21:02:59,Detroit,BATCH-A-2025,QVIZ-8328
T007522,2025-08-26,17:05:30,Miami,BATCH-B-2025,ELIC-8345
T007523,2025-12-28,08:25:42,Houston,BATCH-A-2025,FCPD-3306
T007524,2026-01-31,06:17:02,Atlanta,BATCH-C-2025,XTKJ-4586
T007525,2026-02-02,18:42:02,Chicago,BATCH-A-2025,TBNX-7205
T007526,2026-02-14,04:25:46,Miami,BATCH-C-2025,XLGV-3891
T007527,2025-08-23,00:10:17,Houston,BATCH-A-2025,ODLS-6538
T007528,2026-01-19,15:03:31,Detroit,BATCH-B-2025,YEYK-9628
T007529,2025-11-07,12:12:47,New York,BATCH-A-2025,CRDK-3652
T007530,2025-11-12,09:20:04,Chicago,BATCH-C-2025,PHID-7561
T007531,2025-10-17,20:56:11,Miami,BATCH-B-2025,JILD-7282
T007532,2026-01-02,08:56:54,Houston,BATCH-C-2025,USLK-8249
T007533,2025-12-08,12:52:13,Miami,BATCH-A-2025,DBMT-8378
T007534,2025-09-17,05:01:40,Los Angeles,BATCH-B-2025,ZGNZ-8055
T007535,2026-01-18,03:35:56,Los Angeles,BATCH-A-2025,RGCV-8501
T007536,2025-12-17,19:31:27,Atlanta,BATCH-C-2025,MRPD-9405
T007537,2026-01-17,08:55:24,Los Angeles,BATCH-B-2025,TLPN-1747
T007538,2026-02-17,09:35:30,Detroit,BATCH-A-2025,HGVU-9715
T007539,2025-10-06,07:18:31,Los Angeles,BATCH-A-2025,AQCM-5362
T007540,2025-12-22,22:33:36,Los Angeles,BATCH-A-2025,YSCD-5293
T007541,2026-02-04,10:30:38,Detroit,BATCH-C-2025,VEEJ-2964
T007542,2025-11-22,17:18:34,Houston,BATCH-A-2025,STKN-9848
T007543,2025-10-10,09:26:38,Atlanta,BATCH-C-2025,NJYF-0905
T007544,2026-01-13,04:04:17,Detroit,BATCH-C-2025,IMJL-8233
T007545,2026-02-18,18:28:38,New York,BATCH-C-2025,ZWAH-6492
T007546,2025-10-08,15:19:03,Miami,BATCH-B-2025,UVTN-3903
T007547,2025-12-13,05:12:18,New York,BATCH-C-2025,TPON-9495
T007548,2026-01-30,19:21:01,Los Angeles,BATCH-C-2025,EYCL-0905
T007549,2025-11-10,00:09:06,Atlanta,BATCH-A-2025,MYJR-9041
T007550,2025-09-03,21:12:59,Houston,BATCH-B-2025,COAU-9619
T007551,2025-11-30,11:17:38,Miami,BATCH-C-2025,KAUE-4124
T007552,2025-11-26,01:53:03,Houston,BATCH-C-2025,GWFO-8613
T007553,2025-10-20,06:40:34,Houston,BATCH-B-2025,JCJR-1386
T007554,2026-02-15,22:20:40,Los Angeles,BATCH-A-2025,SUZO-7778
T007555,2025-09-23,16:49:23,Miami,BATCH-C-2025,HXCU-7665
T007556,2025-09-28,18:08:42,Chicago,BATCH-B-2025,LSAW-8703
T007557,2025-09-11,09:33:20,Chicago,BATCH-A-2025,ADMV-2007
T007558,2026-01-01,00:06:53,Houston,BATCH-B-2025,BSWN-1503
T007559,2025-09-16,19:21:21,Houston,BATCH-A-2025,ZOJG-5661
T007560,2025-11-10,17:43:09,Houston,BATCH-C-2025,ZFTG-5170
T007561,2025-12-25,23:55:28,Los Angeles,BATCH-C-2025,SMVP-1833
T007562,2025-11-25,12:31:54,Detroit,BATCH-B-2025,LNXX-1567
T007563,2026-01-05,10:42:02,New York,BATCH-A-2025,MFBW-3694
T007564,2025-11-22,14:35:36,Detroit,BATCH-A-2025,BWVK-9097
T007565,2025-11-15,01:28:45,Chicago,BATCH-A-2025,KHKU-0361
T007566,2025-09-10,08:04:35,Miami,BATCH-A-2025,DMCA-2467
T007567,2025-12-08,18:19:44,Chicago,BATCH-A-2025,RJHT-2940
T007568,2025-10-06,07:39:39,New York,BATCH-B-2025,UBPS-3443
T007569,2025-09-29,02:06:52,New York,BATCH-A-2025,NDQF-6869
T007570,2025-12-20,13:57:21,Miami,BATCH-B-2025,TJXN-1386
T007571,2025-11-04,07:51:45,Miami,BATCH-B-2025,DTSB-9578
T007572,2025-10-31,22:55:08,Atlanta,BATCH-C-2025,JKYC-2419
T007573,2025-09-07,00:11:46,Los Angeles,BATCH-C-2025,TXVF-3391
T007574,2025-11-14,13:55:56,Houston,BATCH-B-2025,LHGH-0224
T007575,2026-01-06,04:37:49,Los Angeles,BATCH-A-2025,OVHG-9094
T007576,2025-09-22,15:52:32,Houston,BATCH-C-2025,YRPL-0934
T007577,2025-09-07,23:58:43,Miami,BATCH-A-2025,BSHK-8939
T007578,2025-11-25,17:31:04,Atlanta,BATCH-C-2025,GHUW-7290
T007579,2025-11-21,14:18:05,Los Angeles,BATCH-A-2025,FYKZ-9532
T007580,2025-12-20,00:06:32,Chicago,BATCH-A-2025,VAYH-9758
T007581,2025-12-13,00:14:16,Miami,BATCH-B-2025,FAMH-1072
T007582,2025-12-02,13:14:30,Los Angeles,BATCH-B-2025,KJFT-0010
T007583,2025-12-10,14:07:30,Detroit,BATCH-A-2025,PRGG-6186
T007584,2025-12-19,23:43:20,Detroit,BATCH-A-2025,UBLF-3645
T007585,2025-09-12,22:25:49,New York,BATCH-B-2025,YWVD-0027
T007586,2025-11-02,02:09:35,Detroit,BATCH-B-2025,SMST-2285
T007587,2025-09-03,23:25:46,Atlanta,BATCH-A-2025,TWAO-9436
T007588,2025-10-01,10:11:36,Miami,BATCH-A-2025,FDBC-2100
T007589,2025-11-18,00:22:55,New York,BATCH-A-2025,VJLG-8354
T007590,2025-12-24,12:26:09,Atlanta,BATCH-A-2025,XXSJ-2169
T007591,2025-10-08,07:07:12,Miami,BATCH-C-2025,DNCG-4963
T007592,2025-11-01,15:30:02,Houston,BATCH-A-2025,ZBML-4476
T007593,2026-02-16,02:41:52,Houston,BATCH-C-2025,XFQL-5155
T007594,2026-02-01,11:18:51,Chicago,BATCH-A-2025,VSGE-7960
T007595,2025-09-14,14:32:27,Houston,BATCH-A-2025,FRXS-0636
T007596,2025-09-25,22:05:28,Los Angeles,BATCH-A-2025,JTSF-3977
T007597,2025-09-08,07:12:40,Detroit,BATCH-C-2025,TREI-0551
T007598,2026-01-15,00:54:21,Detroit,BATCH-B-2025,ERMW-5058
T007599,2025-10-26,01:43:37,New York,BATCH-B-2025,DNWL-6986
T007600,2025-10-23,20:07:35,Miami,BATCH-B-2025,HKPR-5217
T007601,2026-01-19,17:56:40,Houston,BATCH-B-2025,PRBA-8104
T007602,2025-09-12,10:07:32,Atlanta,BATCH-B-2025,KXRX-8974
T007603,2025-12-01,20:57:07,Chicago,BATCH-C-2025,SDVK-3645
T007604,2025-09-09,00:40:40,Houston,BATCH-C-2025,LMZM-9130
T007605,2025-09-29,08:20:11,Chicago,BATCH-C-2025,CIWZ-3412
T007606,2025-10-14,03:02:46,Detroit,BATCH-C-2025,TEHI-1065
T007607,2026-02-11,04:03:39,Atlanta,BATCH-B-2025,EFXP-4487
T007608,2025-09-27,03:09:55,Atlanta,BATCH-C-2025,EKLP-5396
T007609,2025-12-17,10:44:32,New York,BATCH-B-2025,BHQT-0255
T007610,2025-11-29,10:28:59,Los Angeles,BATCH-C-2025,XEQE-3109
T007611,2025-10-05,21:16:46,Los Angeles,BATCH-C-2025,TXOS-7275
T007612,2025-10-12,23:25:04,Los Angeles,BATCH-C-2025,DBYY-8363
T007613,2025-10-29,02:07:15,Atlanta,BATCH-A-2025,LXVZ-4170
T007614,2025-11-07,13:19:18,Chicago,BATCH-B-2025,PUKH-4807
T007615,2025-11-09,22:47:59,Los Angeles,BATCH-C-2025,HTJL-5484
T007616,2025-12-08,13:13:39,Houston,BATCH-A-2025,YVIJ-7031
T007617,2025-12-01,10:06:24,Houston,BATCH-C-2025,YQQT-4296
T007618,2025-10-28,07:04:00,Houston,BATCH-A-2025,RJFU-9158
T007619,2025-09-05,17:00:31,Houston,BATCH-C-2025,BQZG-8823
T007620,2026-02-16,15:40:50,Miami,BATCH-A-2025,PHYD-6630
T007621,2025-12-09,23:11:33,Houston,BATCH-A-2025,BCTK-7217
T007622,2025-11-12,10:03:53,New York,BATCH-A-2025,OPKJ-0856
T007623,2025-10-19,16:04:33,Chicago,BATCH-C-2025,IJBU-2828
T007624,2025-12-08,23:11:36,Atlanta,BATCH-C-2025,REAB-2056
T007625,2025-12-19,16:40:31,Miami,BATCH-B-2025,THWZ-0471
T007626,2025-08-26,01:04:14,Detroit,BATCH-C-2025,BHTD-5515
T007627,2025-11-29,18:08:03,Chicago,BATCH-C-2025,ORWL-7245
T007628,2025-09-23,12:36:05,Miami,BATCH-B-2025,EQRA-9482
T007629,2025-10-08,09:35:05,Miami,BATCH-B-2025,XYIQ-6418
T007630,2025-12-02,23:05:08,Atlanta,BATCH-C-2025,OJKO-8276
T007631,2026-01-03,02:06:45,Miami,BATCH-C-2025,WJAN-5584
